instance reducer rep algorithm time dynamic heuristic queue reduction polynomials monomials degree sreductions zeroreductions
katsuranh5 classical 8 caboara-perry 0.35 0.28 0.23 0.02 0.03 14 197 5 34 20
cyclicn6 classical 28 perturbation 2.78 0.64 0.54 0.16 1.89 45 1135 9 354 255
cyclicn6 F4 24 caboara-perry 4.84 1.55 1.11 0.67 2.44 21 415 48 4892 440
katsuranh6 classical 17 static 0.13 0.00 0.00 0.01 0.11 22 528 6 70 48
cyclicnh4 classical 24 static 0.02 0.00 0.00 0.00 0.00 7 30 6 12 5
cyclicnh5 F4 10 caboara-perry 0.29 0.21 0.15 0.01 0.05 20 309 12 314 27
cyclicn5 classical 4 perturbation 0.32 0.17 0.16 0.02 0.10 20 232 8 113 75
cyclicn4 F4 21 caboara-perry 0.04 0.03 0.02 0.00 0.00 7 30 6 29 5
katsuran4 classical 25 caboara-perry 0.06 0.04 0.03 0.00 0.00 7 55 4 12 5
cyclicn4 classical 16 caboara-perry 0.05 0.05 0.03 0.00 0.00 5 21 5 8 3
cyclicn6 F4 23 caboara-perry 4.66 1.26 0.92 0.65 2.56 21 415 48 4892 440
cyclicn6 classical 12 perturbation 2.74 0.59 0.50 0.16 1.90 45 1135 9 354 255
cyclicnh6 classical 29 caboara-perry 1.55 0.79 0.45 0.07 0.63 48 2580 14 153 105
katsuran6 classical 28 perturbation 0.33 0.20 0.17 0.01 0.11 22 528 6 70 48
katsuranh5 classical 17 caboara-perry 0.27 0.22 0.17 0.01 0.03 14 197 5 34 20
cyclicnh5 F4 24 caboara-perry 0.27 0.20 0.14 0.01 0.04 20 309 12 314 27
cyclicn5 F4 13 perturbation 0.23 0.09 0.07 0.05 0.07 20 232 8 600 176
katsuran4 F4 1 static 0.01 0.00 0.00 0.00 0.00 7 49 4 44 6
cyclicn5 classical 23 perturbation 0.29 0.15 0.14 0.03 0.09 20 232 8 113 75
katsuranh6 F4 27 static 0.10 0.00 0.00 0.01 0.08 22 528 6 389 61
katsuranh6 F4 9 caboara-perry 0.91 0.81 0.50 0.01 0.07 22 540 6 382 64
cyclicnh6 F4 13 perturbation 0.39 0.09 0.08 0.02 0.26 34 1540 9 515 79
katsuran6 F4 7 static 0.11 0.00 0.00 0.01 0.08 22 528 6 389 61
cyclicnh5 F4 12 perturbation 0.09 0.06 0.05 0.00 0.02 12 171 7 140 19
katsuranh6 F4 17 perturbation 0.24 0.09 0.08 0.01 0.12 22 528 6 537 123
katsuranh4 F4 17 perturbation 0.05 0.04 0.04 0.00 0.00 7 49 4 44 6
cyclicnh6 classical 13 perturbation 0.61 0.32 0.27 0.02 0.24 34 1540 9 102 65
katsuran4 classical 10 static 0.01 0.00 0.00 0.00 0.00 7 49 4 12 5
katsuranh4 classical 14 static 0.01 0.00 0.00 0.00 0.00 7 49 4 12 5
katsuran5 classical 6 caboara-perry 0.27 0.18 0.15 0.01 0.05 12 193 6 32 16
cyclicn6 F4 1 caboara-perry 4.92 1.34 0.99 0.67 2.72 21 415 48 4892 440
katsuranh4 F4 5 caboara-perry 0.06 0.04 0.03 0.00 0.01 9 65 5 66 9
cyclicnh6 classical 26 perturbation 0.62 0.35 0.29 0.02 0.22 34 1540 9 102 65
katsuran5 classical 8 caboara-perry 0.23 0.16 0.13 0.01 0.03 12 193 6 32 16
cyclicnh5 F4 7 caboara-perry 0.29 0.23 0.15 0.01 0.04 20 309 12 314 27
katsuran5 F4 5 caboara-perry 0.14 0.12 0.10 0.00 0.01 13 168 5 140 22
katsuranh5 classical 25 caboara-perry 0.26 0.22 0.17 0.01 0.02 14 197 5 34 20
katsuran4 F4 26 caboara-perry 0.05 0.02 0.02 0.00 0.01 7 49 4 44 6
cyclicn6 classical 8 static 2.19 0.00 0.00 0.16 1.98 45 1135 9 354 255
cyclicn6 F4 13 static 0.57 0.00 0.00 0.14 0.38 45 1135 9 1272 351
cyclicnh5 classical 6 static 0.15 0.00 0.00 0.02 0.11 38 538 13 113 75
katsuranh5 classical 6 caboara-perry 0.27 0.23 0.18 0.01 0.02 14 197 5 34 20
katsuranh4 F4 9 static 0.01 0.00 0.00 0.00 0.00 7 49 4 44 6
cyclicnh6 F4 15 static 0.66 0.00 0.00 0.11 0.49 99 3502 15 1344 386
katsuranh5 classical 18 caboara-perry 0.27 0.22 0.17 0.01 0.02 14 197 5 34 20
cyclicnh5 classical 11 caboara-perry 0.25 0.17 0.13 0.01 0.04 21 296 12 49 28
