instance reducer rep algorithm time dynamic heuristic queue reduction polynomials monomials degree sreductions zeroreductions
cyclicn7 classical 29 caboara-perry 1610.07 86.62 12.75 34.51 1469.60 59 6496 203 2323 1335
cyclicnh7 F4 8 caboara-perry 142.95 112.15 3.90 0.57 28.99 160 38330 15 5999 524
cyclicn6 F4 25 perturbation 1.41 0.17 0.14 0.40 0.70 45 1135 9 1710 497
katsuranh4 F4 26 perturbation 0.08 0.06 0.06 0.00 0.01 7 49 4 44 6
cyclicn6 F4 19 static 0.94 0.00 0.00 0.21 0.63 45 1135 9 1272 351
econh4 F4 27 static 0.02 0.00 0.00 0.00 0.01 8 34 5 31 6
f633h classical 8 caboara-perry 73.13 10.18 0.86 0.30 62.44 57 14827 10 296 239
fateman F4 3 caboara-perry 1.94 1.34 0.49 0.03 0.52 40 2056 17 680 65
katsuranh7 classical 0 static 1.81 0.00 0.00 0.06 1.71 41 1923 7 169 128
f633 F4 26 perturbation 0.85 0.13 0.11 0.11 0.55 47 1022 4 2278 291
fateman classical 4 static 0.19 0.00 0.00 0.01 0.17 27 1009 14 63 36
econh7 F4 15 caboara-perry 7.35 5.12 1.57 0.18 1.92 79 2179 18 3449 320
cyclicn4 F4 2 static 0.02 0.00 0.00 0.00 0.00 7 30 6 29 5
f633h F4 4 static 0.58 0.00 0.00 0.06 0.47 47 977 6 1776 182
cyclicn5 classical 16 caboara-perry 0.79 0.47 0.23 0.05 0.24 10 89 15 87 46
econ5 F4 7 perturbation 0.09 0.06 0.05 0.01 0.02 11 82 3 162 33
cyclicn5 F4 19 perturbation 0.32 0.12 0.10 0.07 0.09 20 232 8 600 176
katsuran7 F4 6 perturbation 1.18 0.09 0.08 0.08 0.91 41 1923 7 1346 293
econh7 classical 6 static 1.15 0.00 0.00 0.07 1.05 51 1127 10 213 162
katsuran4 classical 19 static 0.02 0.00 0.00 0.00 0.01 7 49 4 12 5
econh4 F4 8 caboara-perry 0.11 0.09 0.04 0.00 0.01 10 44 6 56 10
katsuranh6 F4 12 caboara-perry 2.61 2.34 0.68 0.02 0.21 22 540 6 382 64
katsuranh6 classical 28 static 0.26 0.00 0.00 0.02 0.22 22 528 6 70 48
fatemanh classical 4 caboara-perry 0.79 0.60 0.31 0.02 0.14 22 925 12 47 25
