instance reducer rep algorithm time dynamic heuristic queue reduction polynomials monomials degree sreductions zeroreductions
cyclicn4 F4 3 random 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicn4 F4 4 random 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicn4 F4 5 random 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicn4 F4 6 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
katsuranh4 F4 21 random 0.08 0.06 0.04 0.00 0.01 7 49 4 44 6
cyclicn5 classical 2 random 0.59 0.25 0.19 0.04 0.26 20 232 8 113 75
cyclicn4 F4 7 random 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
katsuranh5 F4 4 random 0.11 0.05 0.04 0.01 0.04 13 168 5 219 49
cyclicn4 F4 8 random 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicn4 F4 9 random 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicn4 F4 10 random 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicn4 F4 11 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
katsuranh4 F4 22 random 0.09 0.06 0.05 0.00 0.01 7 49 4 44 6
cyclicn4 F4 12 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicn4 F4 13 random 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicn4 F4 14 random 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicn4 F4 15 random 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicn4 F4 16 random 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
katsuranh4 F4 23 random 0.08 0.06 0.05 0.00 0.01 7 49 4 44 6
cyclicn4 F4 17 random 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicn4 F4 18 random 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicn4 F4 19 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicn4 F4 20 random 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicn4 F4 21 random 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicn4 F4 22 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
katsuranh4 F4 24 random 0.09 0.07 0.05 0.00 0.01 7 49 4 44 6
cyclicn4 F4 23 random 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicn4 F4 24 random 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicn4 F4 25 random 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicn4 F4 26 random 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicn4 F4 27 random 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
katsuranh4 F4 25 random 0.08 0.06 0.04 0.00 0.01 7 49 4 44 6
katsuranh5 F4 5 random 0.32 0.26 0.25 0.01 0.04 13 168 5 219 49
cyclicn4 F4 28 random 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicn4 F4 29 random 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
katsuranh4 F4 26 random 0.08 0.06 0.05 0.00 0.01 7 49 4 44 6
katsuranh5 F4 6 random 0.11 0.05 0.04 0.01 0.04 13 168 5 219 49
katsuranh4 F4 27 random 0.09 0.06 0.05 0.00 0.01 7 49 4 44 6
cyclicn5 classical 3 random 0.53 0.21 0.16 0.04 0.25 20 232 8 113 75
katsuranh5 F4 7 random 0.12 0.05 0.04 0.01 0.04 13 168 5 219 49
katsuranh4 F4 28 random 0.08 0.06 0.05 0.00 0.01 7 49 4 44 6
cyclicnh4 classical 0 random 0.26 0.24 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 1 random 0.06 0.04 0.03 0.00 0.00 7 30 6 12 5
katsuranh4 F4 29 random 0.08 0.06 0.05 0.00 0.01 7 49 4 44 6
katsuranh5 F4 8 random 0.11 0.05 0.04 0.01 0.04 13 168 5 219 49
cyclicnh4 classical 2 random 0.06 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 3 random 0.06 0.04 0.03 0.00 0.00 7 30 6 12 5
katsuranh5 F4 9 random 0.11 0.05 0.04 0.01 0.04 13 168 5 219 49
cyclicnh4 classical 4 random 0.06 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 5 random 0.06 0.04 0.03 0.00 0.00 7 30 6 12 5
katsuranh5 F4 10 random 0.11 0.05 0.04 0.01 0.04 13 168 5 219 49
cyclicnh4 classical 6 random 0.06 0.04 0.03 0.00 0.00 7 30 6 12 5
katsuran5 classical 0 random 0.31 0.12 0.09 0.03 0.13 14 182 5 47 26
katsuranh5 F4 11 random 0.11 0.05 0.04 0.01 0.04 13 168 5 219 49
cyclicnh4 classical 7 random 0.06 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 8 random 0.06 0.04 0.03 0.00 0.00 7 30 6 12 5
katsuranh5 F4 12 random 0.12 0.05 0.04 0.01 0.04 13 168 5 219 49
cyclicnh4 classical 9 random 0.06 0.05 0.04 0.00 0.00 7 30 6 12 5
cyclicn5 classical 4 random 0.63 0.25 0.19 0.05 0.29 20 232 8 113 75
cyclicnh4 classical 10 random 0.06 0.04 0.04 0.00 0.00 7 30 6 12 5
katsuranh5 F4 13 random 0.12 0.05 0.04 0.01 0.04 13 168 5 219 49
cyclicnh4 classical 11 random 0.06 0.05 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 12 random 0.06 0.04 0.04 0.00 0.00 7 30 6 12 5
katsuranh5 F4 14 random 0.12 0.05 0.04 0.01 0.04 13 168 5 219 49
cyclicnh4 classical 13 random 0.06 0.05 0.04 0.00 0.00 7 30 6 12 5
katsuran5 classical 1 random 0.44 0.36 0.09 0.01 0.05 13 168 5 31 18
cyclicnh4 classical 14 random 0.08 0.06 0.04 0.00 0.00 7 30 6 12 5
katsuranh5 F4 15 random 0.12 0.06 0.04 0.01 0.04 13 168 5 219 49
cyclicnh4 classical 15 random 0.08 0.06 0.04 0.00 0.00 7 30 6 12 5
katsuran5 classical 2 random 0.19 0.11 0.09 0.01 0.05 13 168 5 31 18
katsuranh5 F4 16 random 0.12 0.05 0.04 0.01 0.04 13 168 5 219 49
cyclicnh4 classical 16 random 0.07 0.06 0.04 0.00 0.00 7 30 6 12 5
cyclicn5 classical 5 random 0.54 0.25 0.20 0.04 0.22 20 232 8 113 75
cyclicnh4 classical 17 random 0.07 0.05 0.04 0.00 0.00 7 30 6 12 5
katsuranh5 F4 17 random 0.12 0.05 0.04 0.01 0.04 13 168 5 219 49
cyclicnh4 classical 18 random 0.08 0.06 0.05 0.00 0.00 7 30 6 12 5
katsuran5 classical 3 random 0.20 0.09 0.07 0.01 0.08 12 182 8 39 18
katsuranh5 F4 18 random 0.12 0.05 0.04 0.01 0.04 13 168 5 219 49
cyclicnh4 classical 19 random 0.07 0.05 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 20 random 0.07 0.05 0.04 0.00 0.00 7 30 6 12 5
katsuran5 classical 4 random 0.14 0.08 0.07 0.00 0.04 13 168 5 31 18
katsuranh5 F4 19 random 0.12 0.05 0.04 0.01 0.04 13 168 5 219 49
cyclicnh4 classical 21 random 0.07 0.06 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 22 random 0.08 0.06 0.04 0.00 0.00 7 30 6 12 5
katsuranh5 F4 20 random 0.11 0.05 0.04 0.01 0.04 13 168 5 219 49
cyclicnh4 classical 23 random 0.07 0.05 0.04 0.00 0.00 7 30 6 12 5
cyclicn5 classical 6 random 0.46 0.20 0.16 0.03 0.20 20 232 8 113 75
katsuranh5 F4 21 random 0.11 0.05 0.04 0.01 0.04 13 168 5 219 49
cyclicnh4 classical 24 random 0.07 0.05 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 25 random 0.07 0.05 0.04 0.00 0.00 7 30 6 12 5
katsuran5 classical 5 random 0.36 0.14 0.12 0.03 0.16 13 172 5 59 30
katsuranh5 F4 22 random 0.11 0.05 0.04 0.01 0.04 13 168 5 219 49
cyclicnh4 classical 26 random 0.07 0.05 0.04 0.00 0.00 7 30 6 12 5
katsuranh5 F4 23 random 0.11 0.05 0.04 0.01 0.04 13 168 5 219 49
cyclicnh4 classical 27 random 0.07 0.06 0.04 0.00 0.00 7 30 6 12 5
katsuran5 classical 6 random 0.14 0.09 0.07 0.01 0.04 13 168 5 31 18
cyclicnh4 classical 28 random 0.08 0.06 0.05 0.00 0.00 7 30 6 12 5
katsuranh5 F4 24 random 0.12 0.05 0.04 0.01 0.04 13 168 5 219 49
cyclicnh4 classical 29 random 0.08 0.06 0.05 0.00 0.00 7 30 6 12 5
katsuran5 classical 7 random 0.15 0.09 0.08 0.01 0.04 13 168 5 31 18
cyclicnh4 F4 0 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicnh4 F4 1 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicnh4 F4 2 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
katsuranh5 F4 25 random 0.11 0.04 0.04 0.01 0.04 13 168 5 219 49
cyclicnh4 F4 3 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicnh4 F4 4 random 0.02 0.00 0.00 0.00 0.01 7 30 6 43 10
cyclicnh4 F4 5 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicnh4 F4 6 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
katsuran5 classical 8 random 0.15 0.09 0.08 0.01 0.04 13 168 5 31 18
cyclicnh4 F4 7 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
katsuranh5 F4 26 random 0.13 0.05 0.04 0.01 0.05 13 168 5 219 49
cyclicnh4 F4 8 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicnh4 F4 9 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicnh4 F4 10 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicnh4 F4 11 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicnh4 F4 12 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicnh4 F4 13 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
katsuran5 classical 9 random 0.15 0.09 0.07 0.01 0.04 13 168 5 31 18
cyclicnh4 F4 14 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
katsuranh5 F4 27 random 0.14 0.05 0.05 0.01 0.05 13 168 5 219 49
cyclicnh4 F4 15 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicnh4 F4 16 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicnh4 F4 17 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicnh4 F4 18 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicnh4 F4 19 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicnh4 F4 20 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
katsuran5 classical 10 random 0.15 0.09 0.07 0.01 0.04 13 168 5 31 18
cyclicnh4 F4 21 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
katsuranh5 F4 28 random 0.14 0.05 0.05 0.01 0.05 13 168 5 219 49
cyclicnh4 F4 22 random 0.02 0.00 0.00 0.00 0.00 7 30 6 43 10
katsuran5 classical 11 random 0.15 0.09 0.07 0.01 0.04 13 168 5 31 18
katsuranh5 F4 29 random 0.14 0.05 0.05 0.01 0.05 13 168 5 219 49
cyclicn5 classical 7 random 1.18 0.64 0.32 0.07 0.43 24 289 8 147 96
katsuran5 classical 12 random 0.14 0.09 0.07 0.00 0.04 13 168 5 31 18
katsuran5 classical 13 random 0.14 0.09 0.07 0.01 0.04 13 168 5 31 18
katsuran5 classical 14 random 0.14 0.09 0.07 0.01 0.04 13 168 5 31 18
katsuranh6 classical 18 random 0.61 0.20 0.15 0.02 0.35 22 528 6 70 48
cyclicn5 classical 8 random 0.46 0.19 0.15 0.03 0.20 20 232 8 113 75
katsuran5 classical 15 random 0.15 0.09 0.07 0.00 0.04 13 168 5 31 18
katsuran6 classical 0 random 0.58 0.18 0.14 0.02 0.34 22 528 6 70 48
katsuran5 classical 16 random 0.15 0.09 0.07 0.01 0.04 13 168 5 31 18
katsuran5 classical 17 random 0.14 0.08 0.07 0.01 0.04 13 168 5 31 18
katsuran5 classical 18 random 0.15 0.09 0.07 0.01 0.04 13 168 5 31 18
cyclicn5 classical 9 random 0.46 0.20 0.15 0.03 0.20 20 232 8 113 75
katsuranh6 classical 19 random 0.63 0.21 0.16 0.02 0.36 22 528 6 70 48
katsuran5 classical 19 random 0.15 0.09 0.08 0.01 0.04 13 168 5 31 18
katsuran6 classical 1 random 0.59 0.19 0.15 0.02 0.35 22 528 6 70 48
katsuran5 classical 20 random 0.15 0.09 0.07 0.01 0.04 13 168 5 31 18
katsuran5 classical 21 random 0.15 0.09 0.08 0.01 0.04 13 168 5 31 18
cyclicn5 classical 10 random 0.50 0.20 0.16 0.04 0.23 20 232 8 113 75
katsuran5 classical 22 random 0.15 0.09 0.07 0.00 0.04 13 168 5 31 18
katsuranh6 classical 20 random 0.60 0.21 0.16 0.04 0.32 22 528 6 70 48
katsuran6 classical 2 random 0.59 0.19 0.15 0.02 0.34 22 528 6 70 48
katsuran5 classical 23 random 0.19 0.11 0.09 0.01 0.05 13 168 5 31 18
katsuran5 classical 24 random 0.15 0.09 0.08 0.01 0.04 13 168 5 31 18
cyclicn5 classical 11 random 0.48 0.21 0.17 0.03 0.20 20 232 8 113 75
katsuran5 classical 25 random 0.14 0.09 0.07 0.00 0.04 13 168 5 31 18
katsuranh6 classical 21 random 0.45 0.16 0.12 0.02 0.25 22 528 6 70 48
katsuran5 classical 26 random 0.14 0.09 0.07 0.00 0.04 13 168 5 31 18
katsuran6 classical 3 random 0.54 0.19 0.15 0.02 0.29 22 528 6 70 48
katsuran5 classical 27 random 0.14 0.09 0.07 0.01 0.04 13 168 5 31 18
cyclicn5 classical 12 random 0.46 0.20 0.15 0.03 0.20 20 232 8 113 75
katsuran5 classical 28 random 0.14 0.09 0.07 0.00 0.04 13 168 5 31 18
katsuranh6 classical 22 random 0.51 0.17 0.13 0.02 0.29 22 528 6 70 48
katsuran5 classical 29 random 0.14 0.09 0.07 0.00 0.04 13 168 5 31 18
katsuran5 F4 0 random 0.11 0.04 0.04 0.01 0.04 13 168 5 219 49
katsuran6 classical 4 random 0.56 0.19 0.15 0.02 0.32 22 528 6 70 48
katsuran5 F4 1 random 0.12 0.04 0.04 0.01 0.04 13 168 5 219 49
cyclicn5 classical 13 random 0.47 0.20 0.16 0.03 0.20 20 232 8 113 75
katsuran5 F4 2 random 0.11 0.04 0.04 0.01 0.04 13 168 5 219 49
katsuran5 F4 3 random 0.10 0.04 0.04 0.01 0.04 13 168 5 219 49
katsuran5 F4 4 random 0.10 0.04 0.04 0.01 0.04 13 168 5 219 49
katsuranh6 classical 23 random 0.56 0.21 0.16 0.02 0.30 22 528 6 70 48
katsuran5 F4 5 random 0.10 0.04 0.03 0.01 0.04 13 168 5 219 49
katsuran6 classical 5 random 0.45 0.16 0.13 0.02 0.24 22 528 6 70 48
cyclicn5 classical 14 random 0.47 0.20 0.16 0.03 0.20 20 232 8 113 75
katsuran5 F4 6 random 0.10 0.04 0.04 0.01 0.04 13 168 5 219 49
katsuran5 F4 7 random 0.10 0.04 0.04 0.01 0.04 13 168 5 219 49
katsuran5 F4 8 random 0.10 0.04 0.04 0.01 0.04 13 168 5 219 49
katsuran5 F4 9 random 0.10 0.04 0.03 0.01 0.04 13 168 5 219 49
katsuran6 classical 6 random 0.43 0.15 0.12 0.02 0.24 22 528 6 70 48
katsuran5 F4 10 random 0.10 0.04 0.04 0.01 0.04 13 168 5 219 49
katsuranh6 classical 24 random 0.59 0.21 0.16 0.02 0.33 22 528 6 70 48
katsuran5 F4 11 random 0.10 0.04 0.04 0.01 0.04 13 168 5 219 49
