instance rep algorithm time dynamic heuristic queue reduction polynomials monomials degree sreductions zeroreductions
katsuranh6 3 static 0.41 0.00 0.00 0.07 0.31 22 528 6 70 48
katsuranh6 4 static 0.37 0.00 0.00 0.07 0.28 22 528 6 70 48
katsuranh6 5 static 0.46 0.00 0.00 0.08 0.35 22 528 6 70 48
katsuranh6 6 static 0.45 0.00 0.00 0.06 0.35 22 528 6 70 48
katsuranh6 7 static 0.65 0.00 0.00 0.11 0.50 22 528 6 70 48
katsuranh6 8 static 0.56 0.00 0.00 0.08 0.43 22 528 6 70 48
katsuranh6 9 static 0.52 0.00 0.00 0.10 0.38 22 528 6 70 48
katsuranh6 10 static 0.53 0.00 0.00 0.08 0.42 22 528 6 70 48
katsuranh6 11 static 0.61 0.00 0.00 0.11 0.47 22 528 6 70 48
katsuranh6 12 static 0.51 0.00 0.00 0.07 0.40 22 528 6 70 48
katsuranh6 13 static 0.51 0.00 0.00 0.09 0.39 22 528 6 70 48
katsuranh6 14 static 0.56 0.00 0.00 0.08 0.44 22 528 6 70 48
katsuranh6 15 static 0.55 0.00 0.00 0.09 0.42 22 528 6 70 48
katsuranh6 16 static 0.58 0.00 0.00 0.10 0.44 22 528 6 70 48
katsuranh6 17 static 0.48 0.00 0.00 0.09 0.36 22 528 6 70 48
katsuranh6 18 static 0.53 0.00 0.00 0.09 0.41 22 528 6 70 48
katsuranh6 19 static 0.49 0.00 0.00 0.08 0.38 22 528 6 70 48
katsuranh6 20 static 0.53 0.00 0.00 0.09 0.41 22 528 6 70 48
katsuranh6 21 static 0.40 0.00 0.00 0.06 0.32 22 528 6 70 48
katsuranh6 22 static 0.42 0.00 0.00 0.07 0.33 22 528 6 70 48
katsuranh6 23 static 0.40 0.00 0.00 0.07 0.30 22 528 6 70 48
katsuranh6 24 static 0.46 0.00 0.00 0.07 0.36 22 528 6 70 48
katsuranh6 25 static 0.45 0.00 0.00 0.09 0.33 22 528 6 70 48
katsuranh6 26 static 0.40 0.00 0.00 0.06 0.31 22 528 6 70 48
katsuranh6 27 static 0.58 0.00 0.00 0.09 0.45 22 528 6 70 48
katsuranh6 28 static 0.43 0.00 0.00 0.07 0.33 22 528 6 70 48
katsuranh6 29 static 0.55 0.00 0.00 0.09 0.43 22 528 6 70 48
cyclicn4 0 caboara-perry 0.13 0.10 0.08 0.00 0.01 5 21 5 8 3
cyclicn4 1 caboara-perry 0.09 0.08 0.06 0.00 0.00 5 21 5 8 3
cyclicn4 2 caboara-perry 0.09 0.07 0.05 0.00 0.00 5 21 5 8 3
cyclicn4 3 caboara-perry 0.09 0.08 0.06 0.00 0.00 5 21 5 8 3
cyclicn4 4 caboara-perry 0.12 0.10 0.08 0.01 0.00 5 21 5 8 3
cyclicn4 5 caboara-perry 0.12 0.10 0.08 0.01 0.00 5 21 5 8 3
cyclicn4 6 caboara-perry 0.13 0.10 0.08 0.01 0.00 5 21 5 8 3
cyclicn4 7 caboara-perry 0.12 0.09 0.07 0.00 0.00 5 21 5 8 3
cyclicn4 8 caboara-perry 0.12 0.09 0.07 0.00 0.00 5 21 5 8 3
cyclicn4 9 caboara-perry 0.10 0.08 0.06 0.00 0.00 5 21 5 8 3
cyclicn4 10 caboara-perry 0.09 0.07 0.06 0.00 0.00 5 21 5 8 3
cyclicn4 11 caboara-perry 0.10 0.08 0.06 0.00 0.00 5 21 5 8 3
cyclicn4 12 caboara-perry 0.10 0.08 0.06 0.00 0.00 5 21 5 8 3
cyclicn4 13 caboara-perry 0.10 0.08 0.07 0.00 0.00 5 21 5 8 3
cyclicn4 14 caboara-perry 0.10 0.08 0.06 0.00 0.00 5 21 5 8 3
cyclicn4 15 caboara-perry 0.09 0.07 0.06 0.00 0.00 5 21 5 8 3
cyclicn4 16 caboara-perry 0.08 0.07 0.06 0.00 0.00 5 21 5 8 3
cyclicn4 17 caboara-perry 0.09 0.07 0.06 0.00 0.00 5 21 5 8 3
cyclicn4 18 caboara-perry 0.10 0.08 0.06 0.00 0.00 5 21 5 8 3
cyclicn4 19 caboara-perry 0.11 0.09 0.07 0.00 0.00 5 21 5 8 3
cyclicn4 20 caboara-perry 0.12 0.09 0.07 0.01 0.00 5 21 5 8 3
cyclicn4 21 caboara-perry 0.10 0.08 0.07 0.00 0.00 5 21 5 8 3
cyclicn4 22 caboara-perry 0.09 0.08 0.06 0.00 0.00 5 21 5 8 3
cyclicn4 23 caboara-perry 0.11 0.09 0.07 0.00 0.00 5 21 5 8 3
cyclicn4 24 caboara-perry 0.11 0.09 0.07 0.00 0.00 5 21 5 8 3
cyclicn4 25 caboara-perry 0.11 0.08 0.07 0.00 0.00 5 21 5 8 3
cyclicn4 26 caboara-perry 0.12 0.09 0.07 0.01 0.00 5 21 5 8 3
cyclicn4 27 caboara-perry 0.10 0.08 0.06 0.00 0.00 5 21 5 8 3
cyclicn4 28 caboara-perry 0.10 0.08 0.06 0.00 0.00 5 21 5 8 3
cyclicn4 29 caboara-perry 0.10 0.08 0.06 0.00 0.00 5 21 5 8 3
cyclicnh4 0 caboara-perry 0.15 0.11 0.08 0.01 0.01 5 21 5 8 3
cyclicnh4 1 caboara-perry 0.13 0.11 0.08 0.00 0.00 5 21 5 8 3
cyclicnh4 2 caboara-perry 0.17 0.14 0.10 0.00 0.00 5 21 5 8 3
cyclicnh4 3 caboara-perry 0.14 0.12 0.09 0.00 0.00 5 21 5 8 3
cyclicnh4 4 caboara-perry 0.16 0.14 0.11 0.01 0.00 5 21 5 8 3
cyclicnh4 5 caboara-perry 0.15 0.12 0.09 0.01 0.00 5 21 5 8 3
cyclicnh4 6 caboara-perry 0.13 0.10 0.08 0.00 0.00 5 21 5 8 3
cyclicnh4 7 caboara-perry 0.13 0.11 0.09 0.00 0.00 5 21 5 8 3
cyclicnh4 8 caboara-perry 0.16 0.13 0.10 0.01 0.00 5 21 5 8 3
cyclicnh4 9 caboara-perry 0.18 0.15 0.11 0.01 0.00 5 21 5 8 3
cyclicnh4 10 caboara-perry 0.16 0.13 0.10 0.00 0.00 5 21 5 8 3
cyclicnh4 11 caboara-perry 0.16 0.14 0.10 0.01 0.00 5 21 5 8 3
cyclicnh4 12 caboara-perry 0.14 0.11 0.08 0.01 0.00 5 21 5 8 3
cyclicnh4 13 caboara-perry 0.15 0.13 0.09 0.01 0.00 5 21 5 8 3
cyclicnh4 14 caboara-perry 0.16 0.13 0.09 0.01 0.00 5 21 5 8 3
cyclicnh4 15 caboara-perry 0.16 0.13 0.10 0.01 0.00 5 21 5 8 3
cyclicnh4 16 caboara-perry 0.14 0.12 0.09 0.00 0.00 5 21 5 8 3
cyclicnh4 17 caboara-perry 0.14 0.12 0.09 0.00 0.00 5 21 5 8 3
cyclicnh4 18 caboara-perry 0.15 0.12 0.09 0.01 0.00 5 21 5 8 3
cyclicnh4 19 caboara-perry 0.15 0.12 0.09 0.01 0.00 5 21 5 8 3
cyclicnh4 20 caboara-perry 0.15 0.12 0.09 0.00 0.00 5 21 5 8 3
cyclicnh4 21 caboara-perry 0.13 0.11 0.08 0.00 0.00 5 21 5 8 3
cyclicnh4 22 caboara-perry 0.15 0.12 0.09 0.01 0.00 5 21 5 8 3
cyclicnh4 23 caboara-perry 0.14 0.12 0.09 0.00 0.00 5 21 5 8 3
cyclicnh4 24 caboara-perry 0.13 0.11 0.08 0.00 0.00 5 21 5 8 3
cyclicnh4 25 caboara-perry 0.15 0.12 0.09 0.00 0.00 5 21 5 8 3
cyclicnh4 26 caboara-perry 0.12 0.11 0.08 0.00 0.00 5 21 5 8 3
cyclicnh4 27 caboara-perry 0.12 0.10 0.08 0.00 0.00 5 21 5 8 3
cyclicnh4 28 caboara-perry 0.11 0.09 0.07 0.00 0.00 5 21 5 8 3
cyclicnh4 29 caboara-perry 0.14 0.11 0.08 0.00 0.00 5 21 5 8 3
cyclicn5 0 caboara-perry 1.09 0.45 0.37 0.21 0.35 10 89 15 87 46
cyclicn5 1 caboara-perry 0.98 0.43 0.35 0.20 0.30 10 89 15 87 46
cyclicn5 2 caboara-perry 1.07 0.45 0.37 0.21 0.35 10 89 15 87 46
cyclicn5 3 caboara-perry 1.08 0.44 0.36 0.22 0.35 10 89 15 87 46
cyclicn5 4 caboara-perry 1.04 0.44 0.35 0.22 0.32 10 89 15 87 46
cyclicn5 5 caboara-perry 1.05 0.45 0.37 0.20 0.33 10 89 15 87 46
cyclicn5 6 caboara-perry 1.14 0.47 0.39 0.22 0.38 10 89 15 87 46
cyclicn5 7 caboara-perry 1.29 0.54 0.44 0.26 0.42 10 89 15 87 46
cyclicn5 8 caboara-perry 1.38 0.58 0.46 0.28 0.44 10 89 15 87 46
cyclicn5 9 caboara-perry 1.36 0.63 0.50 0.25 0.41 10 89 15 87 46
cyclicn5 10 caboara-perry 1.01 0.41 0.33 0.21 0.33 10 89 15 87 46
cyclicn5 11 caboara-perry 1.00 0.45 0.36 0.18 0.31 10 89 15 87 46
cyclicn5 12 caboara-perry 1.07 0.45 0.36 0.21 0.35 10 89 15 87 46
cyclicn5 13 caboara-perry 1.04 0.45 0.37 0.21 0.32 10 89 15 87 46
cyclicn5 14 caboara-perry 1.04 0.44 0.35 0.19 0.35 10 89 15 87 46
cyclicn5 15 caboara-perry 1.07 0.45 0.36 0.22 0.34 10 89 15 87 46
cyclicn5 16 caboara-perry 1.03 0.43 0.34 0.22 0.32 10 89 15 87 46
cyclicn5 17 caboara-perry 1.12 0.46 0.37 0.23 0.35 10 89 15 87 46
cyclicn5 18 caboara-perry 1.29 0.56 0.45 0.25 0.40 10 89 15 87 46
cyclicn5 19 caboara-perry 1.24 0.54 0.43 0.25 0.38 10 89 15 87 46
cyclicn5 20 caboara-perry 1.27 0.55 0.44 0.24 0.40 10 89 15 87 46
cyclicn5 21 caboara-perry 1.21 0.55 0.44 0.24 0.35 10 89 15 87 46
cyclicn5 22 caboara-perry 1.09 0.50 0.41 0.20 0.32 10 89 15 87 46
cyclicn5 23 caboara-perry 1.09 0.49 0.39 0.20 0.33 10 89 15 87 46
cyclicn5 24 caboara-perry 1.03 0.45 0.37 0.19 0.32 10 89 15 87 46
cyclicn5 25 caboara-perry 1.06 0.46 0.36 0.21 0.34 10 89 15 87 46
cyclicn5 26 caboara-perry 1.01 0.43 0.35 0.21 0.31 10 89 15 87 46
cyclicn5 27 caboara-perry 1.03 0.48 0.39 0.18 0.30 10 89 15 87 46
cyclicn5 28 caboara-perry 1.17 0.49 0.39 0.23 0.38 10 89 15 87 46
cyclicn5 29 caboara-perry 1.26 0.52 0.42 0.24 0.43 10 89 15 87 46
cyclicnh5 0 caboara-perry 0.72 0.44 0.31 0.07 0.14 21 296 12 49 28
cyclicnh5 1 caboara-perry 0.61 0.42 0.31 0.05 0.09 21 296 12 49 28
cyclicnh5 2 caboara-perry 0.68 0.47 0.33 0.07 0.10 21 296 12 49 28
cyclicnh5 3 caboara-perry 0.66 0.43 0.31 0.07 0.12 21 296 12 49 28
cyclicnh5 4 caboara-perry 0.59 0.42 0.30 0.06 0.08 21 296 12 49 28
cyclicnh5 5 caboara-perry 0.56 0.39 0.28 0.05 0.07 21 296 12 49 28
cyclicnh5 6 caboara-perry 0.52 0.36 0.25 0.05 0.07 21 296 12 49 28
cyclicnh5 7 caboara-perry 0.57 0.40 0.28 0.05 0.08 21 296 12 49 28
cyclicnh5 8 caboara-perry 0.53 0.37 0.26 0.05 0.07 21 296 12 49 28
cyclicnh5 9 caboara-perry 0.52 0.37 0.26 0.04 0.07 21 296 12 49 28
cyclicnh5 10 caboara-perry 0.54 0.36 0.25 0.06 0.08 21 296 12 49 28
cyclicnh5 11 caboara-perry 0.52 0.37 0.26 0.05 0.08 21 296 12 49 28
cyclicnh5 12 caboara-perry 0.59 0.39 0.27 0.06 0.10 21 296 12 49 28
cyclicnh5 13 caboara-perry 0.61 0.41 0.29 0.05 0.10 21 296 12 49 28
cyclicnh5 14 caboara-perry 0.58 0.41 0.29 0.05 0.08 21 296 12 49 28
cyclicnh5 15 caboara-perry 0.53 0.36 0.25 0.04 0.08 21 296 12 49 28
cyclicnh5 16 caboara-perry 0.65 0.44 0.31 0.05 0.11 21 296 12 49 28
cyclicnh5 17 caboara-perry 0.69 0.44 0.30 0.07 0.13 21 296 12 49 28
cyclicnh5 18 caboara-perry 0.69 0.47 0.32 0.07 0.10 21 296 12 49 28
cyclicnh5 19 caboara-perry 0.66 0.45 0.31 0.06 0.10 21 296 12 49 28
cyclicnh5 20 caboara-perry 0.67 0.44 0.30 0.06 0.12 21 296 12 49 28
cyclicnh5 21 caboara-perry 0.59 0.40 0.29 0.05 0.10 21 296 12 49 28
cyclicnh5 22 caboara-perry 0.67 0.46 0.33 0.06 0.10 21 296 12 49 28
cyclicnh5 23 caboara-perry 0.66 0.43 0.30 0.07 0.11 21 296 12 49 28
cyclicnh5 24 caboara-perry 0.62 0.42 0.30 0.06 0.10 21 296 12 49 28
cyclicnh5 25 caboara-perry 0.62 0.41 0.30 0.05 0.11 21 296 12 49 28
cyclicnh5 26 caboara-perry 0.55 0.37 0.26 0.05 0.09 21 296 12 49 28
cyclicnh5 27 caboara-perry 0.65 0.45 0.31 0.06 0.11 21 296 12 49 28
cyclicnh5 28 caboara-perry 0.56 0.37 0.26 0.06 0.09 21 296 12 49 28
cyclicnh5 29 caboara-perry 0.55 0.37 0.25 0.05 0.09 21 296 12 49 28
cyclicn6 0 caboara-perry 20.70 4.55 3.28 3.96 11.85 19 360 48 426 291
cyclicn6 1 caboara-perry 19.62 4.24 3.01 3.67 11.42 19 360 48 426 291
cyclicn6 2 caboara-perry 20.54 4.69 3.29 3.92 11.62 19 360 48 426 291
cyclicn6 3 caboara-perry 20.72 4.59 3.25 3.81 12.03 19 360 48 426 291
cyclicn6 4 caboara-perry 19.67 4.44 3.25 3.75 11.19 19 360 48 426 291
cyclicn6 5 caboara-perry 18.82 4.23 2.99 3.49 10.83 19 360 48 426 291
cyclicn6 6 caboara-perry 18.33 4.35 3.18 3.52 10.19 19 360 48 426 291
cyclicn6 7 caboara-perry 19.83 4.64 3.28 3.68 11.22 19 360 48 426 291
cyclicn6 8 caboara-perry 19.60 4.23 3.00 3.84 11.25 19 360 48 426 291
cyclicn6 9 caboara-perry 19.86 4.29 3.03 3.71 11.56 19 360 48 426 291
cyclicn6 10 caboara-perry 19.78 4.48 3.13 3.80 11.19 19 360 48 426 291
cyclicn6 11 caboara-perry 19.97 4.24 2.98 3.78 11.66 19 360 48 426 291
cyclicn6 12 caboara-perry 20.24 4.37 3.09 3.81 11.75 19 360 48 426 291
cyclicn6 13 caboara-perry 21.68 5.00 3.53 4.14 12.22 19 360 48 426 291
cyclicn6 14 caboara-perry 21.42 4.43 3.16 4.03 12.66 19 360 48 426 291
cyclicn6 15 caboara-perry 20.36 4.29 3.02 3.89 11.88 19 360 48 426 291
cyclicn6 16 caboara-perry 19.54 4.45 3.14 3.77 11.04 19 360 48 426 291
cyclicn6 17 caboara-perry 20.44 4.67 3.34 3.86 11.61 19 360 48 426 291
cyclicn6 18 caboara-perry 20.01 4.35 3.07 3.89 11.47 19 360 48 426 291
cyclicn6 19 caboara-perry 21.22 4.87 3.46 4.01 12.03 19 360 48 426 291
cyclicn6 20 caboara-perry 23.18 4.82 3.39 4.40 13.63 19 360 48 426 291
cyclicn6 21 caboara-perry 18.03 4.40 3.13 3.45 9.92 19 360 48 426 291
cyclicn6 22 caboara-perry 16.70 3.75 2.68 3.19 9.50 19 360 48 426 291
cyclicn6 23 caboara-perry 16.86 3.95 2.79 3.19 9.45 19 360 48 426 291
cyclicn6 24 caboara-perry 17.62 4.00 2.85 3.36 9.99 19 360 48 426 291
cyclicn6 25 caboara-perry 18.91 3.98 2.73 3.63 11.02 19 360 48 426 291
cyclicn6 26 caboara-perry 19.22 3.64 2.56 3.81 11.48 19 360 48 426 291
cyclicn6 27 caboara-perry 16.11 4.16 3.01 3.08 8.62 19 360 48 426 291
cyclicn6 28 caboara-perry 17.36 3.45 2.46 3.50 10.16 19 360 48 426 291
cyclicn6 29 caboara-perry 16.56 3.72 2.67 3.27 9.31 19 360 48 426 291
cyclicnh6 0 caboara-perry 5.16 2.32 1.34 0.46 2.22 53 2878 16 173 120
cyclicnh6 1 caboara-perry 4.50 2.02 1.09 0.37 2.00 53 2878 16 173 120
cyclicnh6 2 caboara-perry 4.43 2.00 1.12 0.37 1.93 53 2878 16 173 120
cyclicnh6 3 caboara-perry 3.95 1.83 1.01 0.34 1.69 53 2878 16 173 120
cyclicnh6 4 caboara-perry 5.04 1.97 1.05 0.45 2.50 53 2878 16 173 120
cyclicnh6 5 caboara-perry 4.43 2.08 1.14 0.38 1.86 53 2878 16 173 120
cyclicnh6 6 caboara-perry 4.87 1.89 1.01 0.45 2.42 53 2878 16 173 120
cyclicnh6 7 caboara-perry 5.06 2.40 1.32 0.43 2.11 53 2878 16 173 120
cyclicnh6 8 caboara-perry 4.88 2.05 1.12 0.46 2.25 53 2878 16 173 120
cyclicnh6 9 caboara-perry 4.06 1.87 1.01 0.38 1.72 53 2878 16 173 120
cyclicnh6 10 caboara-perry 3.61 1.63 0.89 0.32 1.57 53 2878 16 173 120
cyclicnh6 11 caboara-perry 3.62 1.68 0.91 0.30 1.55 53 2878 16 173 120
cyclicnh6 12 caboara-perry 3.69 1.64 0.90 0.33 1.62 53 2878 16 173 120
cyclicnh6 13 caboara-perry 3.39 1.53 0.83 0.31 1.46 53 2878 16 173 120
cyclicnh6 14 caboara-perry 3.36 1.54 0.82 0.30 1.45 53 2878 16 173 120
cyclicnh6 15 caboara-perry 3.59 1.59 0.84 0.34 1.57 53 2878 16 173 120
cyclicnh6 16 caboara-perry 5.27 2.33 1.23 0.49 2.32 53 2878 16 173 120
cyclicnh6 17 caboara-perry 4.48 2.07 1.15 0.38 1.91 53 2878 16 173 120
cyclicnh6 18 caboara-perry 4.81 2.17 1.22 0.41 2.11 53 2878 16 173 120
cyclicnh6 19 caboara-perry 4.61 2.12 1.17 0.39 1.97 53 2878 16 173 120
cyclicnh6 20 caboara-perry 4.48 2.09 1.16 0.38 1.89 53 2878 16 173 120
cyclicnh6 21 caboara-perry 4.75 2.18 1.21 0.41 2.03 53 2878 16 173 120
cyclicnh6 22 caboara-perry 4.59 2.07 1.18 0.40 2.01 53 2878 16 173 120
cyclicnh6 23 caboara-perry 4.83 2.13 1.20 0.42 2.15 53 2878 16 173 120
cyclicnh6 24 caboara-perry 4.61 2.06 1.16 0.39 2.03 53 2878 16 173 120
cyclicnh6 25 caboara-perry 4.43 2.01 1.14 0.38 1.93 53 2878 16 173 120
cyclicnh6 26 caboara-perry 4.97 2.40 1.35 0.45 2.00 53 2878 16 173 120
cyclicnh6 27 caboara-perry 3.82 1.89 1.04 0.32 1.52 53 2878 16 173 120
cyclicnh6 28 caboara-perry 3.56 1.63 0.89 0.30 1.54 53 2878 16 173 120
cyclicnh6 29 caboara-perry 4.14 1.91 1.02 0.36 1.76 53 2878 16 173 120
katsuran4 0 caboara-perry 0.11 0.06 0.05 0.01 0.02 7 55 4 12 5
katsuran4 1 caboara-perry 0.09 0.07 0.06 0.00 0.01 7 55 4 12 5
katsuran4 2 caboara-perry 0.09 0.06 0.05 0.00 0.00 7 55 4 12 5
katsuran4 3 caboara-perry 0.09 0.07 0.05 0.00 0.00 7 55 4 12 5
katsuran4 4 caboara-perry 0.10 0.07 0.06 0.01 0.01 7 55 4 12 5
katsuran4 5 caboara-perry 0.09 0.07 0.05 0.00 0.01 7 55 4 12 5
katsuran4 6 caboara-perry 0.08 0.06 0.05 0.00 0.01 7 55 4 12 5
katsuran4 7 caboara-perry 0.09 0.07 0.06 0.01 0.01 7 55 4 12 5
katsuran4 8 caboara-perry 0.09 0.07 0.05 0.01 0.01 7 55 4 12 5
katsuran4 9 caboara-perry 0.09 0.07 0.05 0.01 0.00 7 55 4 12 5
katsuran4 10 caboara-perry 0.09 0.07 0.05 0.00 0.00 7 55 4 12 5
katsuran4 11 caboara-perry 0.09 0.07 0.05 0.01 0.01 7 55 4 12 5
katsuran4 12 caboara-perry 0.09 0.07 0.05 0.00 0.00 7 55 4 12 5
katsuran4 13 caboara-perry 0.09 0.06 0.05 0.00 0.00 7 55 4 12 5
katsuran4 14 caboara-perry 0.09 0.06 0.05 0.01 0.01 7 55 4 12 5
katsuran4 15 caboara-perry 0.09 0.07 0.06 0.00 0.01 7 55 4 12 5
katsuran4 16 caboara-perry 0.10 0.08 0.06 0.01 0.01 7 55 4 12 5
katsuran4 17 caboara-perry 0.09 0.07 0.05 0.00 0.00 7 55 4 12 5
katsuran4 18 caboara-perry 0.09 0.07 0.05 0.00 0.01 7 55 4 12 5
katsuran4 19 caboara-perry 0.09 0.06 0.05 0.01 0.01 7 55 4 12 5
katsuran4 20 caboara-perry 0.08 0.06 0.05 0.00 0.00 7 55 4 12 5
katsuran4 21 caboara-perry 0.11 0.08 0.07 0.01 0.01 7 55 4 12 5
katsuran4 22 caboara-perry 0.09 0.06 0.05 0.01 0.00 7 55 4 12 5
katsuran4 23 caboara-perry 0.09 0.06 0.05 0.01 0.01 7 55 4 12 5
katsuran4 24 caboara-perry 0.09 0.07 0.05 0.00 0.00 7 55 4 12 5
katsuran4 25 caboara-perry 0.09 0.06 0.05 0.00 0.00 7 55 4 12 5
katsuran4 26 caboara-perry 0.10 0.07 0.06 0.01 0.01 7 55 4 12 5
katsuran4 27 caboara-perry 0.11 0.08 0.06 0.01 0.01 7 55 4 12 5
katsuran4 28 caboara-perry 0.11 0.08 0.06 0.01 0.01 7 55 4 12 5
katsuran4 29 caboara-perry 0.09 0.07 0.06 0.00 0.01 7 55 4 12 5
katsuranh4 0 caboara-perry 0.23 0.15 0.12 0.01 0.05 8 58 4 15 7
katsuranh4 1 caboara-perry 0.17 0.15 0.12 0.01 0.01 8 58 4 15 7
katsuranh4 2 caboara-perry 0.17 0.14 0.11 0.01 0.01 8 58 4 15 7
katsuranh4 3 caboara-perry 0.18 0.15 0.12 0.01 0.01 8 58 4 15 7
katsuranh4 4 caboara-perry 0.19 0.16 0.12 0.01 0.01 8 58 4 15 7
katsuranh4 5 caboara-perry 0.17 0.14 0.11 0.01 0.01 8 58 4 15 7
katsuranh4 6 caboara-perry 0.17 0.14 0.11 0.01 0.01 8 58 4 15 7
katsuranh4 7 caboara-perry 0.17 0.14 0.11 0.01 0.01 8 58 4 15 7
katsuranh4 8 caboara-perry 0.17 0.14 0.11 0.01 0.01 8 58 4 15 7
katsuranh4 9 caboara-perry 0.18 0.15 0.12 0.01 0.01 8 58 4 15 7
katsuranh4 10 caboara-perry 0.17 0.14 0.11 0.01 0.01 8 58 4 15 7
katsuranh4 11 caboara-perry 0.17 0.14 0.11 0.01 0.01 8 58 4 15 7
katsuranh4 12 caboara-perry 0.17 0.14 0.11 0.01 0.01 8 58 4 15 7
katsuranh4 13 caboara-perry 0.17 0.14 0.11 0.01 0.01 8 58 4 15 7
katsuranh4 14 caboara-perry 0.17 0.14 0.11 0.01 0.01 8 58 4 15 7
katsuranh4 15 caboara-perry 0.18 0.15 0.12 0.01 0.01 8 58 4 15 7
katsuranh4 16 caboara-perry 0.18 0.15 0.12 0.01 0.01 8 58 4 15 7
katsuranh4 17 caboara-perry 0.17 0.15 0.12 0.01 0.01 8 58 4 15 7
katsuranh4 18 caboara-perry 0.17 0.14 0.11 0.01 0.01 8 58 4 15 7
katsuranh4 19 caboara-perry 0.17 0.14 0.11 0.01 0.01 8 58 4 15 7
katsuranh4 20 caboara-perry 0.18 0.15 0.12 0.01 0.01 8 58 4 15 7
katsuranh4 21 caboara-perry 0.18 0.15 0.12 0.01 0.01 8 58 4 15 7
katsuranh4 22 caboara-perry 0.17 0.14 0.11 0.01 0.01 8 58 4 15 7
katsuranh4 23 caboara-perry 0.18 0.15 0.11 0.01 0.01 8 58 4 15 7
katsuranh4 24 caboara-perry 0.17 0.15 0.11 0.01 0.01 8 58 4 15 7
katsuranh4 25 caboara-perry 0.17 0.14 0.11 0.01 0.01 8 58 4 15 7
katsuranh4 26 caboara-perry 0.18 0.16 0.12 0.01 0.01 8 58 4 15 7
katsuranh4 27 caboara-perry 0.17 0.14 0.11 0.01 0.01 8 58 4 15 7
katsuranh4 28 caboara-perry 0.19 0.16 0.13 0.01 0.01 8 58 4 15 7
katsuranh4 29 caboara-perry 0.20 0.17 0.14 0.01 0.01 8 58 4 15 7
katsuran5 0 caboara-perry 0.50 0.27 0.22 0.03 0.15 12 193 6 32 16
katsuran5 1 caboara-perry 0.51 0.36 0.29 0.04 0.07 12 193 6 32 16
katsuran5 2 caboara-perry 0.33 0.24 0.19 0.02 0.04 12 193 6 32 16
katsuran5 3 caboara-perry 0.34 0.24 0.19 0.02 0.05 12 193 6 32 16
katsuran5 4 caboara-perry 0.31 0.23 0.18 0.02 0.04 12 193 6 32 16
katsuran5 5 caboara-perry 0.32 0.22 0.17 0.03 0.05 12 193 6 32 16
katsuran5 6 caboara-perry 0.33 0.24 0.19 0.02 0.05 12 193 6 32 16
katsuran5 7 caboara-perry 0.32 0.23 0.18 0.02 0.05 12 193 6 32 16
katsuran5 8 caboara-perry 0.31 0.22 0.17 0.02 0.05 12 193 6 32 16
katsuran5 9 caboara-perry 0.33 0.24 0.19 0.02 0.05 12 193 6 32 16
katsuran5 10 caboara-perry 0.32 0.23 0.19 0.02 0.05 12 193 6 32 16
katsuran5 11 caboara-perry 0.32 0.23 0.18 0.02 0.04 12 193 6 32 16
katsuran5 12 caboara-perry 0.33 0.24 0.19 0.03 0.04 12 193 6 32 16
katsuran5 13 caboara-perry 0.34 0.24 0.19 0.03 0.05 12 193 6 32 16
katsuran5 14 caboara-perry 0.36 0.26 0.21 0.03 0.05 12 193 6 32 16
katsuran5 15 caboara-perry 0.36 0.26 0.20 0.03 0.05 12 193 6 32 16
katsuran5 16 caboara-perry 0.30 0.22 0.17 0.02 0.05 12 193 6 32 16
katsuran5 17 caboara-perry 0.31 0.22 0.17 0.02 0.05 12 193 6 32 16
katsuran5 18 caboara-perry 0.40 0.28 0.22 0.03 0.06 12 193 6 32 16
katsuran5 19 caboara-perry 0.37 0.27 0.21 0.03 0.05 12 193 6 32 16
katsuran5 20 caboara-perry 0.32 0.22 0.17 0.02 0.05 12 193 6 32 16
katsuran5 21 caboara-perry 0.34 0.25 0.20 0.02 0.05 12 193 6 32 16
katsuran5 22 caboara-perry 0.31 0.22 0.17 0.02 0.05 12 193 6 32 16
katsuran5 23 caboara-perry 0.32 0.22 0.18 0.02 0.05 12 193 6 32 16
katsuran5 24 caboara-perry 0.33 0.24 0.19 0.02 0.05 12 193 6 32 16
katsuran5 25 caboara-perry 0.37 0.25 0.19 0.03 0.07 12 193 6 32 16
katsuran5 26 caboara-perry 0.42 0.27 0.21 0.03 0.09 12 193 6 32 16
katsuran5 27 caboara-perry 0.38 0.28 0.22 0.03 0.05 12 193 6 32 16
katsuran5 28 caboara-perry 0.33 0.23 0.18 0.02 0.05 12 193 6 32 16
katsuran5 29 caboara-perry 0.34 0.25 0.19 0.02 0.05 12 193 6 32 16
katsuranh5 0 caboara-perry 0.50 0.34 0.27 0.02 0.10 14 197 5 34 20
katsuranh5 1 caboara-perry 0.48 0.39 0.31 0.02 0.05 14 197 5 34 20
katsuranh5 2 caboara-perry 0.48 0.37 0.29 0.02 0.06 14 197 5 34 20
katsuranh5 3 caboara-perry 0.56 0.44 0.35 0.03 0.06 14 197 5 34 20
katsuranh5 4 caboara-perry 0.64 0.52 0.41 0.03 0.06 14 197 5 34 20
katsuranh5 5 caboara-perry 0.60 0.48 0.37 0.03 0.06 14 197 5 34 20
katsuranh5 6 caboara-perry 0.46 0.37 0.29 0.02 0.05 14 197 5 34 20
katsuranh5 7 caboara-perry 0.57 0.46 0.35 0.02 0.06 14 197 5 34 20
