instance rep algorithm time dynamic heuristic queue reduction polynomials monomials degree sreductions zeroreductions
katsuranh5 8 caboara-perry 0.45 0.36 0.28 0.02 0.05 14 197 5 34 20
katsuranh5 9 caboara-perry 0.45 0.36 0.29 0.02 0.05 14 197 5 34 20
katsuranh5 10 caboara-perry 0.44 0.35 0.27 0.02 0.05 14 197 5 34 20
katsuranh5 11 caboara-perry 0.46 0.36 0.28 0.02 0.05 14 197 5 34 20
katsuranh5 12 caboara-perry 0.42 0.33 0.26 0.02 0.05 14 197 5 34 20
katsuranh5 13 caboara-perry 0.53 0.42 0.34 0.03 0.06 14 197 5 34 20
katsuranh5 14 caboara-perry 0.43 0.34 0.27 0.02 0.05 14 197 5 34 20
katsuranh5 15 caboara-perry 0.55 0.40 0.31 0.03 0.09 14 197 5 34 20
katsuranh5 16 caboara-perry 0.56 0.41 0.33 0.03 0.09 14 197 5 34 20
katsuranh5 17 caboara-perry 0.45 0.36 0.28 0.02 0.05 14 197 5 34 20
katsuranh5 18 caboara-perry 0.51 0.41 0.31 0.02 0.05 14 197 5 34 20
katsuranh5 19 caboara-perry 0.46 0.36 0.28 0.02 0.06 14 197 5 34 20
katsuranh5 20 caboara-perry 0.50 0.40 0.32 0.02 0.05 14 197 5 34 20
katsuranh5 21 caboara-perry 0.45 0.35 0.28 0.02 0.05 14 197 5 34 20
katsuranh5 22 caboara-perry 0.43 0.34 0.27 0.02 0.05 14 197 5 34 20
katsuranh5 23 caboara-perry 0.43 0.34 0.27 0.02 0.05 14 197 5 34 20
katsuranh5 24 caboara-perry 0.45 0.36 0.29 0.02 0.05 14 197 5 34 20
katsuranh5 25 caboara-perry 0.43 0.34 0.26 0.02 0.05 14 197 5 34 20
katsuranh5 26 caboara-perry 0.48 0.39 0.30 0.02 0.05 14 197 5 34 20
katsuranh5 27 caboara-perry 0.43 0.34 0.26 0.02 0.05 14 197 5 34 20
katsuranh5 28 caboara-perry 0.53 0.41 0.32 0.02 0.06 14 197 5 34 20
katsuranh5 29 caboara-perry 0.63 0.47 0.36 0.03 0.10 14 197 5 34 20
katsuran6 0 caboara-perry 1.05 0.53 0.38 0.07 0.39 23 593 6 72 49
katsuran6 1 caboara-perry 0.93 0.55 0.39 0.07 0.28 23 593 6 72 49
katsuran6 2 caboara-perry 1.05 0.59 0.43 0.07 0.35 23 593 6 72 49
katsuran6 3 caboara-perry 1.06 0.61 0.44 0.08 0.32 23 593 6 72 49
katsuran6 4 caboara-perry 0.94 0.56 0.39 0.07 0.28 23 593 6 72 49
katsuran6 5 caboara-perry 1.03 0.54 0.39 0.08 0.36 23 593 6 72 49
katsuran6 6 caboara-perry 1.36 0.64 0.45 0.10 0.56 23 593 6 72 49
katsuran6 7 caboara-perry 1.03 0.60 0.43 0.08 0.31 23 593 6 72 49
katsuran6 8 caboara-perry 0.81 0.47 0.33 0.06 0.25 23 593 6 72 49
katsuran6 9 caboara-perry 0.82 0.47 0.33 0.06 0.26 23 593 6 72 49
katsuran6 10 caboara-perry 0.84 0.48 0.34 0.06 0.27 23 593 6 72 49
katsuran6 11 caboara-perry 1.06 0.54 0.37 0.07 0.40 23 593 6 72 49
katsuran6 12 caboara-perry 1.00 0.59 0.42 0.08 0.29 23 593 6 72 49
katsuran6 13 caboara-perry 0.83 0.47 0.33 0.06 0.27 23 593 6 72 49
katsuran6 14 caboara-perry 0.80 0.46 0.33 0.06 0.25 23 593 6 72 49
katsuran6 15 caboara-perry 0.81 0.44 0.31 0.06 0.28 23 593 6 72 49
katsuran6 16 caboara-perry 0.78 0.44 0.31 0.06 0.25 23 593 6 72 49
katsuran6 17 caboara-perry 0.79 0.46 0.33 0.06 0.24 23 593 6 72 49
katsuran6 18 caboara-perry 0.84 0.49 0.35 0.06 0.25 23 593 6 72 49
katsuran6 19 caboara-perry 0.80 0.45 0.32 0.06 0.25 23 593 6 72 49
katsuran6 20 caboara-perry 0.97 0.56 0.39 0.08 0.29 23 593 6 72 49
katsuran6 21 caboara-perry 0.80 0.46 0.33 0.06 0.25 23 593 6 72 49
katsuran6 22 caboara-perry 0.98 0.56 0.38 0.07 0.30 23 593 6 72 49
katsuran6 23 caboara-perry 1.05 0.54 0.36 0.08 0.38 23 593 6 72 49
katsuran6 24 caboara-perry 1.06 0.60 0.43 0.08 0.33 23 593 6 72 49
katsuran6 25 caboara-perry 0.79 0.45 0.31 0.06 0.25 23 593 6 72 49
katsuran6 26 caboara-perry 0.90 0.48 0.34 0.06 0.32 23 593 6 72 49
katsuran6 27 caboara-perry 1.01 0.53 0.38 0.07 0.36 23 593 6 72 49
katsuran6 28 caboara-perry 0.88 0.50 0.35 0.07 0.28 23 593 6 72 49
katsuran6 29 caboara-perry 0.89 0.51 0.36 0.07 0.27 23 593 6 72 49
katsuranh6 0 caboara-perry 1.93 1.40 0.83 0.08 0.39 24 634 6 77 53
katsuranh6 1 caboara-perry 1.94 1.49 0.91 0.08 0.33 24 634 6 77 53
katsuranh6 2 caboara-perry 1.61 1.20 0.75 0.06 0.31 24 634 6 77 53
katsuranh6 3 caboara-perry 1.75 1.27 0.81 0.07 0.36 24 634 6 77 53
katsuranh6 4 caboara-perry 2.10 1.47 0.93 0.09 0.49 24 634 6 77 53
katsuranh6 5 caboara-perry 2.64 1.98 1.28 0.10 0.50 24 634 6 77 53
katsuranh6 6 caboara-perry 2.48 1.88 1.20 0.10 0.44 24 634 6 77 53
katsuranh6 7 caboara-perry 2.43 1.79 1.15 0.11 0.48 24 634 6 77 53
katsuranh6 8 caboara-perry 2.81 1.96 1.23 0.12 0.66 24 634 6 77 53
katsuranh6 9 caboara-perry 2.42 1.71 1.06 0.10 0.56 24 634 6 77 53
katsuranh6 10 caboara-perry 2.39 1.68 1.02 0.10 0.56 24 634 6 77 53
katsuranh6 11 caboara-perry 2.48 1.78 1.10 0.10 0.54 24 634 6 77 53
katsuranh6 12 caboara-perry 2.53 1.91 1.22 0.10 0.46 24 634 6 77 53
katsuranh6 13 caboara-perry 2.57 1.96 1.25 0.09 0.46 24 634 6 77 53
katsuranh6 14 caboara-perry 2.39 1.77 1.13 0.09 0.46 24 634 6 77 53
katsuranh6 15 caboara-perry 2.59 2.01 1.24 0.10 0.41 24 634 6 77 53
katsuranh6 16 caboara-perry 2.26 1.75 1.12 0.09 0.37 24 634 6 77 53
katsuranh6 17 caboara-perry 1.99 1.51 0.87 0.08 0.35 24 634 6 77 53
katsuranh6 18 caboara-perry 1.94 1.39 0.85 0.08 0.43 24 634 6 77 53
katsuranh6 19 caboara-perry 2.23 1.75 1.11 0.08 0.34 24 634 6 77 53
katsuranh6 20 caboara-perry 1.75 1.28 0.78 0.07 0.36 24 634 6 77 53
katsuranh6 21 caboara-perry 2.19 1.60 1.00 0.07 0.46 24 634 6 77 53
katsuranh6 22 caboara-perry 2.20 1.70 1.05 0.08 0.36 24 634 6 77 53
katsuranh6 23 caboara-perry 2.44 1.80 1.10 0.10 0.49 24 634 6 77 53
katsuranh6 24 caboara-perry 2.58 1.98 1.23 0.10 0.43 24 634 6 77 53
katsuranh6 25 caboara-perry 1.90 1.38 0.84 0.07 0.41 24 634 6 77 53
katsuranh6 26 caboara-perry 2.12 1.60 1.02 0.10 0.37 24 634 6 77 53
katsuranh6 27 caboara-perry 2.01 1.54 0.96 0.08 0.35 24 634 6 77 53
katsuranh6 28 caboara-perry 1.67 1.26 0.79 0.07 0.30 24 634 6 77 53
katsuranh6 29 caboara-perry 2.06 1.44 0.86 0.09 0.48 24 634 6 77 53
cyclicn4 0 perturbation 0.09 0.07 0.06 0.00 0.00 7 30 6 12 5
cyclicn4 1 perturbation 0.10 0.07 0.06 0.00 0.00 7 30 6 12 5
cyclicn4 2 perturbation 0.10 0.07 0.06 0.01 0.00 7 30 6 12 5
cyclicn4 3 perturbation 0.09 0.07 0.06 0.00 0.00 7 30 6 12 5
cyclicn4 4 perturbation 0.08 0.06 0.06 0.00 0.00 7 30 6 12 5
cyclicn4 5 perturbation 0.08 0.06 0.05 0.00 0.00 7 30 6 12 5
cyclicn4 6 perturbation 0.09 0.07 0.06 0.00 0.00 7 30 6 12 5
cyclicn4 7 perturbation 0.13 0.08 0.07 0.01 0.00 7 30 6 12 5
cyclicn4 8 perturbation 0.10 0.07 0.07 0.01 0.00 7 30 6 12 5
cyclicn4 9 perturbation 0.09 0.06 0.06 0.01 0.00 7 30 6 12 5
cyclicn4 10 perturbation 0.12 0.08 0.08 0.01 0.00 7 30 6 12 5
cyclicn4 11 perturbation 0.11 0.08 0.07 0.01 0.00 7 30 6 12 5
cyclicn4 12 perturbation 0.11 0.08 0.07 0.01 0.00 7 30 6 12 5
cyclicn4 13 perturbation 0.08 0.06 0.05 0.00 0.00 7 30 6 12 5
cyclicn4 14 perturbation 0.08 0.06 0.06 0.00 0.00 7 30 6 12 5
cyclicn4 15 perturbation 0.08 0.06 0.05 0.00 0.00 7 30 6 12 5
cyclicn4 16 perturbation 0.08 0.06 0.06 0.00 0.00 7 30 6 12 5
cyclicn4 17 perturbation 0.10 0.07 0.07 0.01 0.00 7 30 6 12 5
cyclicn4 18 perturbation 0.08 0.06 0.06 0.00 0.00 7 30 6 12 5
cyclicn4 19 perturbation 0.08 0.06 0.05 0.00 0.00 7 30 6 12 5
cyclicn4 20 perturbation 0.08 0.05 0.05 0.00 0.00 7 30 6 12 5
cyclicn4 21 perturbation 0.09 0.06 0.06 0.00 0.00 7 30 6 12 5
cyclicn4 22 perturbation 0.08 0.06 0.05 0.00 0.00 7 30 6 12 5
cyclicn4 23 perturbation 0.08 0.06 0.06 0.00 0.00 7 30 6 12 5
cyclicn4 24 perturbation 0.08 0.06 0.05 0.00 0.00 7 30 6 12 5
cyclicn4 25 perturbation 0.08 0.06 0.05 0.00 0.00 7 30 6 12 5
cyclicn4 26 perturbation 0.09 0.06 0.06 0.01 0.00 7 30 6 12 5
cyclicn4 27 perturbation 0.09 0.07 0.06 0.00 0.00 7 30 6 12 5
cyclicn4 28 perturbation 0.10 0.06 0.06 0.01 0.00 7 30 6 12 5
cyclicn4 29 perturbation 0.11 0.08 0.07 0.01 0.00 7 30 6 12 5
cyclicnh4 0 perturbation 0.13 0.10 0.08 0.00 0.00 7 30 6 12 5
cyclicnh4 1 perturbation 0.14 0.10 0.10 0.01 0.00 7 30 6 12 5
cyclicnh4 2 perturbation 0.12 0.08 0.07 0.01 0.00 7 30 6 12 5
cyclicnh4 3 perturbation 0.10 0.08 0.08 0.00 0.00 7 30 6 12 5
cyclicnh4 4 perturbation 0.12 0.09 0.08 0.00 0.00 7 30 6 12 5
cyclicnh4 5 perturbation 0.10 0.08 0.07 0.00 0.00 7 30 6 12 5
cyclicnh4 6 perturbation 0.09 0.07 0.07 0.00 0.00 7 30 6 12 5
cyclicnh4 7 perturbation 0.12 0.09 0.09 0.01 0.00 7 30 6 12 5
cyclicnh4 8 perturbation 0.12 0.09 0.08 0.01 0.00 7 30 6 12 5
cyclicnh4 9 perturbation 0.13 0.10 0.09 0.01 0.00 7 30 6 12 5
cyclicnh4 10 perturbation 0.12 0.09 0.08 0.01 0.00 7 30 6 12 5
cyclicnh4 11 perturbation 0.11 0.08 0.08 0.01 0.00 7 30 6 12 5
cyclicnh4 12 perturbation 0.11 0.08 0.08 0.00 0.00 7 30 6 12 5
cyclicnh4 13 perturbation 0.11 0.08 0.07 0.01 0.00 7 30 6 12 5
cyclicnh4 14 perturbation 0.12 0.09 0.08 0.01 0.00 7 30 6 12 5
cyclicnh4 15 perturbation 0.11 0.09 0.08 0.00 0.00 7 30 6 12 5
cyclicnh4 16 perturbation 0.15 0.11 0.11 0.01 0.00 7 30 6 12 5
cyclicnh4 17 perturbation 0.15 0.11 0.10 0.01 0.00 7 30 6 12 5
cyclicnh4 18 perturbation 0.14 0.10 0.09 0.01 0.00 7 30 6 12 5
cyclicnh4 19 perturbation 0.12 0.08 0.08 0.01 0.00 7 30 6 12 5
cyclicnh4 20 perturbation 0.10 0.08 0.07 0.00 0.00 7 30 6 12 5
cyclicnh4 21 perturbation 0.11 0.08 0.07 0.01 0.00 7 30 6 12 5
cyclicnh4 22 perturbation 0.12 0.09 0.08 0.00 0.00 7 30 6 12 5
cyclicnh4 23 perturbation 0.13 0.09 0.09 0.01 0.00 7 30 6 12 5
cyclicnh4 24 perturbation 0.16 0.12 0.11 0.01 0.00 7 30 6 12 5
cyclicnh4 25 perturbation 0.13 0.11 0.09 0.00 0.00 7 30 6 12 5
cyclicnh4 26 perturbation 0.13 0.10 0.09 0.01 0.00 7 30 6 12 5
cyclicnh4 27 perturbation 0.12 0.09 0.09 0.01 0.00 7 30 6 12 5
cyclicnh4 28 perturbation 0.12 0.09 0.08 0.01 0.00 7 30 6 12 5
cyclicnh4 29 perturbation 0.12 0.08 0.08 0.01 0.00 7 30 6 12 5
cyclicn5 0 perturbation 1.15 0.44 0.39 0.26 0.37 20 232 8 113 75
cyclicn5 1 perturbation 1.25 0.44 0.38 0.30 0.42 20 232 8 113 75
cyclicn5 2 perturbation 0.91 0.35 0.31 0.20 0.29 20 232 8 113 75
cyclicn5 3 perturbation 0.85 0.33 0.29 0.19 0.27 20 232 8 113 75
cyclicn5 4 perturbation 0.98 0.40 0.35 0.22 0.30 20 232 8 113 75
cyclicn5 5 perturbation 1.07 0.40 0.36 0.26 0.33 20 232 8 113 75
cyclicn5 6 perturbation 1.03 0.43 0.38 0.22 0.32 20 232 8 113 75
cyclicn5 7 perturbation 0.91 0.38 0.34 0.20 0.27 20 232 8 113 75
cyclicn5 8 perturbation 0.83 0.33 0.29 0.19 0.26 20 232 8 113 75
cyclicn5 9 perturbation 0.75 0.30 0.27 0.16 0.25 20 232 8 113 75
cyclicn5 10 perturbation 0.72 0.28 0.25 0.16 0.23 20 232 8 113 75
cyclicn5 11 perturbation 0.82 0.31 0.27 0.19 0.28 20 232 8 113 75
cyclicn5 12 perturbation 0.90 0.36 0.33 0.20 0.28 20 232 8 113 75
cyclicn5 13 perturbation 0.96 0.40 0.36 0.20 0.30 20 232 8 113 75
cyclicn5 14 perturbation 1.07 0.37 0.33 0.27 0.36 20 232 8 113 75
cyclicn5 15 perturbation 0.98 0.40 0.35 0.22 0.29 20 232 8 113 75
cyclicn5 16 perturbation 1.23 0.41 0.36 0.31 0.43 20 232 8 113 75
cyclicn5 17 perturbation 1.07 0.40 0.36 0.23 0.36 20 232 8 113 75
cyclicn5 18 perturbation 1.09 0.38 0.34 0.26 0.39 20 232 8 113 75
cyclicn5 19 perturbation 0.93 0.33 0.29 0.23 0.31 20 232 8 113 75
cyclicn5 20 perturbation 0.87 0.32 0.29 0.20 0.30 20 232 8 113 75
cyclicn5 21 perturbation 0.84 0.32 0.28 0.19 0.27 20 232 8 113 75
cyclicn5 22 perturbation 0.71 0.29 0.26 0.16 0.22 20 232 8 113 75
cyclicn5 23 perturbation 0.73 0.27 0.25 0.17 0.23 20 232 8 113 75
cyclicn5 24 perturbation 0.87 0.34 0.30 0.20 0.27 20 232 8 113 75
cyclicn5 25 perturbation 0.86 0.33 0.30 0.19 0.28 20 232 8 113 75
cyclicn5 26 perturbation 0.86 0.33 0.29 0.21 0.26 20 232 8 113 75
cyclicn5 27 perturbation 0.83 0.32 0.29 0.18 0.27 20 232 8 113 75
cyclicn5 28 perturbation 0.73 0.30 0.28 0.17 0.21 20 232 8 113 75
cyclicn5 29 perturbation 0.75 0.29 0.26 0.16 0.24 20 232 8 113 75
cyclicnh5 0 perturbation 0.30 0.20 0.17 0.03 0.05 12 171 7 32 16
cyclicnh5 1 perturbation 0.36 0.22 0.19 0.04 0.07 12 171 7 32 16
cyclicnh5 2 perturbation 0.30 0.20 0.18 0.03 0.05 12 171 7 32 16
cyclicnh5 3 perturbation 0.28 0.17 0.15 0.03 0.05 12 171 7 32 16
cyclicnh5 4 perturbation 0.31 0.21 0.19 0.03 0.04 12 171 7 32 16
cyclicnh5 5 perturbation 0.39 0.22 0.20 0.05 0.09 12 171 7 32 16
cyclicnh5 6 perturbation 0.29 0.19 0.18 0.03 0.04 12 171 7 32 16
cyclicnh5 7 perturbation 0.33 0.21 0.19 0.05 0.05 12 171 7 32 16
cyclicnh5 8 perturbation 0.34 0.22 0.20 0.04 0.05 12 171 7 32 16
cyclicnh5 9 perturbation 0.31 0.22 0.20 0.04 0.03 12 171 7 32 16
cyclicnh5 10 perturbation 0.25 0.16 0.15 0.03 0.03 12 171 7 32 16
cyclicnh5 11 perturbation 0.29 0.18 0.16 0.04 0.05 12 171 7 32 16
cyclicnh5 12 perturbation 0.27 0.19 0.17 0.03 0.03 12 171 7 32 16
cyclicnh5 13 perturbation 0.24 0.16 0.15 0.03 0.03 12 171 7 32 16
cyclicnh5 14 perturbation 0.24 0.16 0.14 0.03 0.03 12 171 7 32 16
cyclicnh5 15 perturbation 0.25 0.17 0.15 0.03 0.03 12 171 7 32 16
cyclicnh5 16 perturbation 0.25 0.16 0.15 0.03 0.04 12 171 7 32 16
cyclicnh5 17 perturbation 0.26 0.17 0.15 0.03 0.05 12 171 7 32 16
cyclicnh5 18 perturbation 0.25 0.17 0.16 0.03 0.03 12 171 7 32 16
cyclicnh5 19 perturbation 0.30 0.21 0.19 0.03 0.04 12 171 7 32 16
cyclicnh5 20 perturbation 0.30 0.19 0.18 0.03 0.04 12 171 7 32 16
cyclicnh5 21 perturbation 0.32 0.20 0.18 0.04 0.05 12 171 7 32 16
cyclicnh5 22 perturbation 0.32 0.19 0.18 0.05 0.05 12 171 7 32 16
cyclicnh5 23 perturbation 0.29 0.18 0.16 0.04 0.04 12 171 7 32 16
cyclicnh5 24 perturbation 0.31 0.21 0.19 0.03 0.04 12 171 7 32 16
cyclicnh5 25 perturbation 0.25 0.16 0.15 0.03 0.03 12 171 7 32 16
cyclicnh5 26 perturbation 0.32 0.23 0.21 0.03 0.04 12 171 7 32 16
cyclicnh5 27 perturbation 0.24 0.16 0.15 0.03 0.03 12 171 7 32 16
cyclicnh5 28 perturbation 0.25 0.16 0.15 0.03 0.04 12 171 7 32 16
cyclicnh5 29 perturbation 0.25 0.16 0.15 0.03 0.04 12 171 7 32 16
cyclicn6 0 perturbation 8.96 1.37 1.14 1.92 5.48 45 1135 9 354 255
cyclicn6 1 perturbation 7.60 1.16 0.96 1.62 4.66 45 1135 9 354 255
cyclicn6 2 perturbation 8.34 1.22 1.01 1.76 5.18 45 1135 9 354 255
cyclicn6 3 perturbation 9.01 1.29 1.07 1.88 5.66 45 1135 9 354 255
cyclicn6 4 perturbation 8.45 1.24 1.03 1.79 5.24 45 1135 9 354 255
cyclicn6 5 perturbation 8.61 1.29 1.06 1.70 5.45 45 1135 9 354 255
cyclicn6 6 perturbation 10.62 1.62 1.33 2.32 6.47 45 1135 9 354 255
cyclicn6 7 perturbation 9.39 1.34 1.11 1.97 5.89 45 1135 9 354 255
cyclicn6 8 perturbation 11.19 1.42 1.17 2.36 7.20 45 1135 9 354 255
cyclicn6 9 perturbation 9.51 1.34 1.11 2.07 5.92 45 1135 9 354 255
cyclicn6 10 perturbation 9.84 1.30 1.06 1.89 6.45 45 1135 9 354 255
cyclicn6 11 perturbation 8.96 1.35 1.13 1.89 5.52 45 1135 9 354 255
cyclicn6 12 perturbation 9.99 1.38 1.14 2.26 6.14 45 1135 9 354 255
cyclicn6 13 perturbation 9.69 1.38 1.15 2.21 5.91 45 1135 9 354 255
cyclicn6 14 perturbation 7.45 1.11 0.92 1.66 4.53 45 1135 9 354 255
cyclicn6 15 perturbation 6.82 1.00 0.82 1.48 4.20 45 1135 9 354 255
cyclicn6 16 perturbation 7.27 1.05 0.87 1.55 4.52 45 1135 9 354 255
cyclicn6 17 perturbation 10.63 1.36 1.12 2.35 6.71 45 1135 9 354 255
cyclicn6 18 perturbation 10.34 1.64 1.38 2.06 6.42 45 1135 9 354 255
cyclicn6 19 perturbation 9.41 1.37 1.14 1.96 5.87 45 1135 9 354 255
cyclicn6 20 perturbation 9.85 1.50 1.25 2.06 6.07 45 1135 9 354 255
cyclicn6 21 perturbation 9.71 1.51 1.24 2.07 5.92 45 1135 9 354 255
cyclicn6 22 perturbation 9.44 1.47 1.21 1.90 5.86 45 1135 9 354 255
cyclicn6 23 perturbation 9.38 1.42 1.17 1.94 5.82 45 1135 9 354 255
cyclicn6 24 perturbation 9.33 1.50 1.25 1.92 5.70 45 1135 9 354 255
cyclicn6 25 perturbation 9.53 1.48 1.23 2.03 5.81 45 1135 9 354 255
cyclicn6 26 perturbation 9.48 1.46 1.21 1.97 5.85 45 1135 9 354 255
cyclicn6 27 perturbation 9.63 1.35 1.12 1.97 6.09 45 1135 9 354 255
cyclicn6 28 perturbation 9.90 1.42 1.17 1.90 6.37 45 1135 9 354 255
cyclicn6 29 perturbation 9.30 1.48 1.23 1.86 5.76 45 1135 9 354 255
cyclicnh6 0 perturbation 2.09 0.95 0.80 0.19 0.87 34 1540 9 101 66
cyclicnh6 1 perturbation 1.74 0.87 0.73 0.16 0.65 34 1540 9 101 66
cyclicnh6 2 perturbation 1.76 0.81 0.68 0.19 0.69 34 1540 9 101 66
cyclicnh6 3 perturbation 1.66 0.81 0.70 0.16 0.62 34 1540 9 101 66
cyclicnh6 4 perturbation 1.68 0.83 0.71 0.16 0.62 34 1540 9 101 66
cyclicnh6 5 perturbation 1.70 0.78 0.68 0.17 0.68 34 1540 9 101 66
cyclicnh6 6 perturbation 1.84 0.83 0.73 0.18 0.75 34 1540 9 101 66
cyclicnh6 7 perturbation 1.67 0.83 0.72 0.17 0.60 34 1540 9 101 66
cyclicnh6 8 perturbation 1.78 0.82 0.71 0.18 0.70 34 1540 9 101 66
cyclicnh6 9 perturbation 1.62 0.75 0.65 0.17 0.63 34 1540 9 101 66
cyclicnh6 10 perturbation 1.54 0.71 0.62 0.16 0.60 34 1540 9 101 66
cyclicnh6 11 perturbation 1.58 0.80 0.70 0.16 0.55 34 1540 9 101 66
cyclicnh6 12 perturbation 1.48 0.70 0.61 0.16 0.56 34 1540 9 101 66
cyclicnh6 13 perturbation 1.67 0.79 0.68 0.16 0.65 34 1540 9 101 66
cyclicnh6 14 perturbation 1.83 0.90 0.78 0.18 0.67 34 1540 9 101 66
cyclicnh6 15 perturbation 1.61 0.76 0.66 0.16 0.62 34 1540 9 101 66
cyclicnh6 16 perturbation 1.67 0.82 0.71 0.16 0.61 34 1540 9 101 66
cyclicnh6 17 perturbation 1.59 0.73 0.64 0.17 0.62 34 1540 9 101 66
cyclicnh6 18 perturbation 1.51 0.67 0.59 0.16 0.61 34 1540 9 101 66
cyclicnh6 19 perturbation 1.53 0.71 0.63 0.16 0.59 34 1540 9 101 66
cyclicnh6 20 perturbation 1.51 0.71 0.63 0.16 0.58 34 1540 9 101 66
cyclicnh6 21 perturbation 1.79 0.82 0.71 0.18 0.72 34 1540 9 101 66
cyclicnh6 22 perturbation 1.54 0.74 0.66 0.15 0.58 34 1540 9 101 66
cyclicnh6 23 perturbation 1.52 0.70 0.62 0.15 0.60 34 1540 9 101 66
cyclicnh6 24 perturbation 1.68 0.76 0.66 0.16 0.68 34 1540 9 101 66
cyclicnh6 25 perturbation 1.54 0.75 0.67 0.16 0.57 34 1540 9 101 66
cyclicnh6 26 perturbation 1.56 0.72 0.64 0.16 0.61 34 1540 9 101 66
cyclicnh6 27 perturbation 1.53 0.75 0.66 0.16 0.55 34 1540 9 101 66
cyclicnh6 28 perturbation 1.66 0.82 0.73 0.15 0.62 34 1540 9 101 66
cyclicnh6 29 perturbation 1.70 0.84 0.74 0.17 0.62 34 1540 9 101 66
katsuran4 0 perturbation 0.09 0.07 0.06 0.00 0.01 7 49 4 12 5
katsuran4 1 perturbation 0.10 0.07 0.07 0.00 0.01 7 49 4 12 5
katsuran4 2 perturbation 0.09 0.07 0.06 0.00 0.01 7 49 4 12 5
katsuran4 3 perturbation 0.09 0.07 0.07 0.00 0.00 7 49 4 12 5
katsuran4 4 perturbation 0.10 0.07 0.07 0.00 0.00 7 49 4 12 5
katsuran4 5 perturbation 0.09 0.07 0.07 0.00 0.00 7 49 4 12 5
katsuran4 6 perturbation 0.11 0.08 0.08 0.01 0.01 7 49 4 12 5
katsuran4 7 perturbation 0.11 0.08 0.08 0.00 0.01 7 49 4 12 5
katsuran4 8 perturbation 0.11 0.09 0.08 0.00 0.01 7 49 4 12 5
katsuran4 9 perturbation 0.10 0.07 0.07 0.00 0.01 7 49 4 12 5
katsuran4 10 perturbation 0.09 0.07 0.06 0.00 0.01 7 49 4 12 5
katsuran4 11 perturbation 0.09 0.07 0.06 0.00 0.01 7 49 4 12 5
katsuran4 12 perturbation 0.09 0.07 0.06 0.00 0.01 7 49 4 12 5
katsuran4 13 perturbation 0.09 0.07 0.06 0.00 0.01 7 49 4 12 5
katsuran4 14 perturbation 0.10 0.08 0.07 0.00 0.01 7 49 4 12 5
katsuran4 15 perturbation 0.09 0.07 0.06 0.00 0.01 7 49 4 12 5
katsuran4 16 perturbation 0.11 0.08 0.08 0.01 0.01 7 49 4 12 5
katsuran4 17 perturbation 0.12 0.08 0.08 0.01 0.01 7 49 4 12 5
katsuran4 18 perturbation 0.15 0.11 0.10 0.01 0.01 7 49 4 12 5
katsuran4 19 perturbation 0.12 0.09 0.08 0.00 0.00 7 49 4 12 5
katsuran4 20 perturbation 0.10 0.08 0.07 0.00 0.01 7 49 4 12 5
katsuran4 21 perturbation 0.10 0.07 0.07 0.00 0.00 7 49 4 12 5
katsuran4 22 perturbation 0.10 0.07 0.07 0.00 0.01 7 49 4 12 5
katsuran4 23 perturbation 0.10 0.07 0.07 0.00 0.01 7 49 4 12 5
katsuran4 24 perturbation 0.09 0.07 0.07 0.00 0.01 7 49 4 12 5
katsuran4 25 perturbation 0.11 0.08 0.07 0.00 0.01 7 49 4 12 5
katsuran4 26 perturbation 0.12 0.09 0.08 0.00 0.01 7 49 4 12 5
katsuran4 27 perturbation 0.10 0.08 0.07 0.00 0.01 7 49 4 12 5
katsuran4 28 perturbation 0.09 0.07 0.06 0.00 0.01 7 49 4 12 5
katsuran4 29 perturbation 0.09 0.07 0.06 0.00 0.00 7 49 4 12 5
katsuranh4 0 perturbation 0.11 0.09 0.08 0.00 0.01 7 49 4 12 5
katsuranh4 1 perturbation 0.11 0.09 0.08 0.01 0.01 7 49 4 12 5
katsuranh4 2 perturbation 0.11 0.09 0.08 0.00 0.01 7 49 4 12 5
katsuranh4 3 perturbation 0.12 0.09 0.08 0.00 0.01 7 49 4 12 5
katsuranh4 4 perturbation 0.13 0.11 0.10 0.00 0.01 7 49 4 12 5
katsuranh4 5 perturbation 0.13 0.10 0.09 0.00 0.01 7 49 4 12 5
katsuranh4 6 perturbation 0.12 0.09 0.08 0.00 0.01 7 49 4 12 5
katsuranh4 7 perturbation 0.11 0.08 0.08 0.00 0.01 7 49 4 12 5
katsuranh4 8 perturbation 0.12 0.09 0.08 0.00 0.01 7 49 4 12 5
katsuranh4 9 perturbation 0.11 0.08 0.08 0.00 0.01 7 49 4 12 5
katsuranh4 10 perturbation 0.11 0.09 0.08 0.00 0.01 7 49 4 12 5
katsuranh4 11 perturbation 0.11 0.09 0.08 0.00 0.01 7 49 4 12 5
katsuranh4 12 perturbation 0.11 0.08 0.08 0.00 0.01 7 49 4 12 5
katsuranh4 13 perturbation 0.15 0.11 0.11 0.00 0.01 7 49 4 12 5
katsuranh4 14 perturbation 0.13 0.10 0.09 0.00 0.01 7 49 4 12 5
katsuranh4 15 perturbation 0.12 0.09 0.08 0.01 0.01 7 49 4 12 5
katsuranh4 16 perturbation 0.12 0.09 0.08 0.00 0.01 7 49 4 12 5
katsuranh4 17 perturbation 0.12 0.10 0.09 0.00 0.01 7 49 4 12 5
katsuranh4 18 perturbation 0.11 0.09 0.08 0.00 0.01 7 49 4 12 5
